place_id,nome,endereco,latitude,longitude,telefone,horario,website,avaliacao,total_reviews,categoria,status_negocio,google_maps_url,fonte
007af4ee0154c242,Clube de Campo Piracuama - Dando Vida a Sua Vida!,"Estr. Mun. João Jorge Saad, 474 - Piracuama, Pindamonhangaba - SP, 12423-762, Brasil",-22.8510543,-45.6009061,+55 12 99681-2301,Fechado · Abre ter. às 09:00·Outros horários,clubedecampopiracuama.com.br,"4,5",45,Clube de campo,,https://www.google.com/maps/place/Clube+de+Campo+Piracuama+-+Dando+Vida+a+Sua+Vida!/data=!4m7!3m6!1s0x94ccf03dcf88a9bf:0xc03a450af1a4a932!8m2!3d-22.8510543!4d-45.6009061!16s%2Fg%2F1tdyrxgw!19sChIJv6mIzz3wzJQRMqmk8QpFOsA?authuser=0&hl=pt-BR&rclk=1,scraper_gmaps|clube de campo Pindamonhangaba - SP
4803b4e0b85747a2,Clube de Campo ASPMP,,-22.811781,-45.4503121,,,,"4,5",44,Clube de campo,,https://www.google.com/maps/place/Clube+de+Campo+ASPMP/data=!4m7!3m6!1s0x94ccf2a0723e8a13:0xb3eeac06d3758150!8m2!3d-22.811781!4d-45.4503121!16s%2Fg%2F11c71bhb6n!19sChIJE4o-cqDyzJQRUIF10was7rM?authuser=0&hl=pt-BR&rclk=1,scraper_gmaps|clube de campo Pindamonhangaba - SP
